"","prename","week_end","age","numtotal_atleast1dose","numtotal_partially","numtotal_fully","numtotal_additional","numtotal_2nd_additional","numtotal_recent_fullyoradditional","proptotal_atleast1dose","proptotal_partially","proptotal_fully","proptotal_additional","proptotal_2nd_additional","proptotal_recent_fullyoradditional","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Unnamed: 22","Unnamed: 23","Unnamed: 24"
"2662","Prince Edward Island",2021-08-07,"60–69",21034,1808,19226,NA,NA,NA,95.9,8.2,87.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663","Prince Edward Island",2021-08-07,"70–79",14555,677,13878,NA,NA,NA,94.3,4.4,89.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2664","Prince Edward Island",2021-08-07,"80+",7129,263,6866,NA,NA,NA,96.4,3.6,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665","Prince Edward Island",2021-08-07,"All ages",125660,34858,90802,NA,NA,NA,76.5,21.2,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2666","Nova Scotia",2021-08-07,"0–4",2,2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667","Nova Scotia",2021-08-07,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668","Nova Scotia",2021-08-07,"12–17",44606,9659,34947,NA,NA,NA,76.7,16.6,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669","Nova Scotia",2021-08-07,"18–29",105850,23402,82448,NA,NA,NA,71.3,15.8,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2670","Nova Scotia",2021-08-07,"30–39",94553,15908,78645,NA,NA,NA,76,12.8,63.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2671","Nova Scotia",2021-08-07,"40–49",99316,12939,86377,NA,NA,NA,83.9,10.9,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2672","Nova Scotia",2021-08-07,"50–59",125971,13856,112115,NA,NA,NA,88.8,9.8,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673","Nova Scotia",2021-08-07,"60–69",134610,11128,123482,NA,NA,NA,92.5,7.6,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2674","Nova Scotia",2021-08-07,"70–79",93070,5108,87962,NA,NA,NA,93.9,5.2,88.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675","Nova Scotia",2021-08-07,"80+",46118,2604,43514,NA,NA,NA,95.4,5.4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","Nova Scotia",2021-08-07,"All ages",744097,94606,649491,NA,NA,NA,75,9.5,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677","New Brunswick",2021-08-07,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678","New Brunswick",2021-08-07,"05–11",5,5,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679","New Brunswick",2021-08-07,"12–17",35297,9181,26116,NA,NA,NA,72.8,18.9,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680","New Brunswick",2021-08-07,"18–29",74058,19667,54391,NA,NA,NA,70.3,18.7,51.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681","New Brunswick",2021-08-07,"30–39",65969,13672,52297,NA,NA,NA,71.1,14.7,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682","New Brunswick",2021-08-07,"40–49",78842,12096,66746,NA,NA,NA,79.3,12.2,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683","New Brunswick",2021-08-07,"50–59",98375,11875,86500,NA,NA,NA,84.8,10.2,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684","New Brunswick",2021-08-07,"60–69",106584,9744,96840,NA,NA,NA,89.4,8.2,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","New Brunswick",2021-08-07,"70–79",74069,5901,68168,NA,NA,NA,91.7,7.3,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686","New Brunswick",2021-08-07,"80+",36011,4219,31792,NA,NA,NA,90.7,10.6,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687","New Brunswick",2021-08-07,"All ages",569327,86395,482932,NA,NA,NA,72.1,10.9,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688","Quebec",2021-08-07,"0–4",212,212,0,NA,NA,NA,0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689","Quebec",2021-08-07,"05–11",78,78,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","Quebec",2021-08-07,"12–17",419749,173034,246715,NA,NA,NA,79.3,32.7,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691","Quebec",2021-08-07,"18–29",869996,251787,618209,NA,NA,NA,71.7,20.7,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692","Quebec",2021-08-07,"30–39",851474,186348,665126,NA,NA,NA,75.6,16.5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693","Quebec",2021-08-07,"40–49",918875,145912,772963,NA,NA,NA,81.7,13,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694","Quebec",2021-08-07,"50–59",994219,113411,880808,NA,NA,NA,85.8,9.8,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","Quebec",2021-08-07,"60–69",1075660,67931,1007729,NA,NA,NA,91.9,5.8,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696","Quebec",2021-08-07,"70–79",746799,25455,721344,NA,NA,NA,95.3,3.2,92.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697","Quebec",2021-08-07,"80+",407762,16140,391622,NA,NA,NA,96.1,3.8,92.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698","Quebec",2021-08-07,"All ages",6284824,980308,5304516,NA,NA,NA,73,11.4,61.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699","Ontario",2021-08-07,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700","Ontario",2021-08-07,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","Ontario",2021-08-07,"12–17",720214,167031,553183,NA,NA,NA,74.9,17.4,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702","Ontario",2021-08-07,"18–29",1795819,350287,1445532,NA,NA,NA,73.2,14.3,58.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703","Ontario",2021-08-07,"30–39",1544477,229557,1314920,NA,NA,NA,74.4,11.1,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704","Ontario",2021-08-07,"40–49",1497867,170572,1327295,NA,NA,NA,80.7,9.2,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705","Ontario",2021-08-07,"50–59",1730903,151271,1579632,NA,NA,NA,85.7,7.5,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706","Ontario",2021-08-07,"60–69",1596313,96334,1499979,NA,NA,NA,88,5.3,82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707","Ontario",2021-08-07,"70–79",1058293,41058,1017235,NA,NA,NA,89.6,3.5,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708","Ontario",2021-08-07,"80+",604419,25448,578971,NA,NA,NA,89.5,3.8,85.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709","Ontario",2021-08-07,"All ages",10553582,1232979,9320603,NA,NA,NA,71.2,8.3,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","Manitoba",2021-08-07,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711","Manitoba",2021-08-07,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712","Manitoba",2021-08-07,"12–17",68320,13554,54766,NA,NA,NA,67.3,13.4,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713","Manitoba",2021-08-07,"18–29",171609,30421,141188,NA,NA,NA,75.2,13.3,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","Manitoba",2021-08-07,"30–39",146957,18755,128202,NA,NA,NA,75.2,9.6,65.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715","Manitoba",2021-08-07,"40–49",139478,13116,126362,NA,NA,NA,81.7,7.7,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716","Manitoba",2021-08-07,"50–59",143268,9763,133505,NA,NA,NA,85.4,5.8,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717","Manitoba",2021-08-07,"60–69",144643,6488,138155,NA,NA,NA,91.8,4.1,87.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2718","Manitoba",2021-08-07,"70–79",95351,3062,92289,NA,NA,NA,96.5,3.1,93.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719","Manitoba",2021-08-07,"80+",56078,1985,54093,NA,NA,NA,NA,3.5,96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2720","Manitoba",2021-08-07,"All ages",965803,97210,868593,NA,NA,NA,69.8,7,62.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721","Saskatchewan",2021-08-07,"0–4",5,5,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","Saskatchewan",2021-08-07,"05–11",40,33,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723","Saskatchewan",2021-08-07,"12–17",57322,13909,43413,NA,NA,NA,64.2,15.6,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724","Saskatchewan",2021-08-07,"18–29",115502,26358,89144,NA,NA,NA,64.8,14.8,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725","Saskatchewan",2021-08-07,"30–39",116938,18538,98400,NA,NA,NA,68.1,10.8,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726","Saskatchewan",2021-08-07,"40–49",109230,12814,96416,NA,NA,NA,74.7,8.8,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727","Saskatchewan",2021-08-07,"50–59",112578,9634,102944,NA,NA,NA,80.6,6.9,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728","Saskatchewan",2021-08-07,"60–69",120574,6668,113906,NA,NA,NA,86.4,4.8,81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729","Saskatchewan",2021-08-07,"70–79",73752,3042,70710,NA,NA,NA,90.3,3.7,86.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730","Saskatchewan",2021-08-07,"80+",47386,2102,45284,NA,NA,NA,93.8,4.2,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","Saskatchewan",2021-08-07,"All ages",753498,93187,660311,NA,NA,NA,63.9,7.9,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732","Alberta",2021-08-07,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733","Alberta",2021-08-07,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734","Alberta",2021-08-07,"12–17",209708,36170,173538,NA,NA,NA,65,11.2,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735","Alberta",2021-08-07,"18–29",444061,84130,359931,NA,NA,NA,65.3,12.4,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736","Alberta",2021-08-07,"30–39",482437,71353,411084,NA,NA,NA,67.5,10,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737","Alberta",2021-08-07,"40–49",453245,51683,401562,NA,NA,NA,73.2,8.3,64.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738","Alberta",2021-08-07,"50–59",438282,38566,399716,NA,NA,NA,80.2,7.1,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739","Alberta",2021-08-07,"60–69",416647,25357,391290,NA,NA,NA,85.2,5.2,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740","Alberta",2021-08-07,"70–79",239547,9141,230406,NA,NA,NA,87.4,3.3,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741","Alberta",2021-08-07,"80+",127159,4472,122687,NA,NA,NA,88.1,3.1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742","Alberta",2021-08-07,"All ages",2842134,330323,2511811,NA,NA,NA,64,7.4,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743","British Columbia",2021-08-07,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744","British Columbia",2021-08-07,"05–11",10149,4623,5526,NA,NA,NA,2.9,1.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745","British Columbia",2021-08-07,"12–17",221491,80054,141437,NA,NA,NA,72.9,26.3,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746","British Columbia",2021-08-07,"18–29",613865,155097,458768,NA,NA,NA,75.7,19.1,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747","British Columbia",2021-08-07,"30–39",582487,102747,479740,NA,NA,NA,76.4,13.5,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748","British Columbia",2021-08-07,"40–49",528421,67627,460794,NA,NA,NA,80.4,10.3,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","British Columbia",2021-08-07,"50–59",586501,56888,529613,NA,NA,NA,81.6,7.9,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750","British Columbia",2021-08-07,"60–69",598284,39210,559074,NA,NA,NA,86.8,5.7,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","British Columbia",2021-08-07,"70–79",416382,19144,397238,NA,NA,NA,91,4.2,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","British Columbia",2021-08-07,"80+",230252,13089,217163,NA,NA,NA,94.7,5.4,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753","British Columbia",2021-08-07,"All ages",3787832,538479,3249353,NA,NA,NA,72.6,10.3,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754","Yukon",2021-08-07,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755","Yukon",2021-08-07,"05–11",36,36,0,NA,NA,NA,1.1,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756","Yukon",2021-08-07,"12–17",1994,239,1755,NA,NA,NA,74.2,8.9,65.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757","Yukon",2021-08-07,"18–29",5283,573,4710,NA,NA,NA,84,9.1,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758","Yukon",2021-08-07,"30–39",6301,494,5807,NA,NA,NA,84,6.6,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759","Yukon",2021-08-07,"40–49",5107,300,4807,NA,NA,NA,84.8,5,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760","Yukon",2021-08-07,"50–59",4986,245,4741,NA,NA,NA,85.2,4.2,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761","Yukon",2021-08-07,"60–69",4948,158,4790,NA,NA,NA,88.8,2.8,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762","Yukon",2021-08-07,"70–79",2534,56,2478,NA,NA,NA,92.4,2,90.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763","Yukon",2021-08-07,"80+",797,7,790,NA,NA,NA,89.1,0.8,88.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764","Yukon",2021-08-07,"All ages",32065,2136,29929,NA,NA,NA,74.4,5,69.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765","Northwest Territories",2021-08-07,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2766","Northwest Territories",2021-08-07,"05–11",116,42,74,NA,NA,NA,2.8,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767","Northwest Territories",2021-08-07,"12–17",2332,305,2027,NA,NA,NA,68.8,9,59.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768","Northwest Territories",2021-08-07,"18–29",4831,534,4297,NA,NA,NA,67.9,7.5,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769","Northwest Territories",2021-08-07,"30–39",5207,413,4794,NA,NA,NA,73.6,5.8,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770","Northwest Territories",2021-08-07,"40–49",4734,268,4466,NA,NA,NA,79.8,4.5,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771","Northwest Territories",2021-08-07,"50–59",4979,248,4731,NA,NA,NA,81.9,4.1,77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772","Northwest Territories",2021-08-07,"60–69",3737,114,3623,NA,NA,NA,84.3,2.6,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773","Northwest Territories",2021-08-07,"70–79",1715,48,1667,NA,NA,NA,88.6,2.5,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774","Northwest Territories",2021-08-07,"80+",552,26,526,NA,NA,NA,88.7,4.2,84.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775","Northwest Territories",2021-08-07,"All ages",28271,2020,26251,NA,NA,NA,65,4.6,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776","Nunavut",2021-08-07,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777","Nunavut",2021-08-07,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778","Nunavut",2021-08-07,"12–17",2633,611,2022,NA,NA,NA,59.3,13.8,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779","Nunavut",2021-08-07,"18–29",5361,825,4536,NA,NA,NA,71.7,11,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780","Nunavut",2021-08-07,"30–39",4630,535,4095,NA,NA,NA,77.2,8.9,68.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781","Nunavut",2021-08-07,"40–49",3789,394,3395,NA,NA,NA,83.9,8.7,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782","Nunavut",2021-08-07,"50–59",3678,368,3310,NA,NA,NA,87.3,8.7,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783","Nunavut",2021-08-07,"60–69",2010,173,1837,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784","Nunavut",2021-08-07,"70–79",692,38,654,NA,NA,NA,95.2,5.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785","Nunavut",2021-08-07,"80+",169,10,159,NA,NA,NA,79.7,4.7,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786","Nunavut",2021-08-07,"All ages",23132,3034,20098,NA,NA,NA,58.7,7.7,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787","Canada",2021-08-14,"0–4",213,208,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788","Canada",2021-08-14,"05–11",10255,3345,6910,NA,NA,NA,0.4,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789","Canada",2021-08-14,"12–17",1847459,418093,1429366,NA,NA,NA,74.8,16.9,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790","Canada",2021-08-14,"18–29",4330594,844480,3486114,NA,NA,NA,72.9,14.2,58.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2791","Canada",2021-08-14,"30–39",4004807,586438,3418369,NA,NA,NA,74.7,10.9,63.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792","Canada",2021-08-14,"40–49",3941148,430428,3510720,NA,NA,NA,80.5,8.8,71.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793","Canada",2021-08-14,"50–59",4357939,357057,4000882,NA,NA,NA,85,7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794","Canada",2021-08-14,"60–69",4315099,229624,4085475,NA,NA,NA,89.1,4.7,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795","Canada",2021-08-14,"70–79",2877317,101555,2775762,NA,NA,NA,91.8,3.2,88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796","Canada",2021-08-14,"80+",1589965,66555,1523410,NA,NA,NA,92.8,3.9,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797","Canada",2021-08-14,"All ages",27314265,3049220,24265045,NA,NA,NA,71.4,8,63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798","Newfoundland and Labrador",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799","Newfoundland and Labrador",2021-08-14,"05–11",15,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800","Newfoundland and Labrador",2021-08-14,"12–17",25663,8598,17065,NA,NA,NA,81.6,27.3,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801","Newfoundland and Labrador",2021-08-14,"18–29",51524,18001,33523,NA,NA,NA,76.4,26.7,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802","Newfoundland and Labrador",2021-08-14,"30–39",48035,14488,33547,NA,NA,NA,81.8,24.7,57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803","Newfoundland and Labrador",2021-08-14,"40–49",57486,13923,43563,NA,NA,NA,87.8,21.3,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804","Newfoundland and Labrador",2021-08-14,"50–59",73348,14613,58735,NA,NA,NA,89.4,17.8,71.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805","Newfoundland and Labrador",2021-08-14,"60–69",77001,11051,65950,NA,NA,NA,93.4,13.4,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","Newfoundland and Labrador",2021-08-14,"70–79",54168,4682,49486,NA,NA,NA,95.7,8.3,87.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807","Newfoundland and Labrador",2021-08-14,"80+",22628,1760,20868,NA,NA,NA,96,7.5,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808","Newfoundland and Labrador",2021-08-14,"All ages",411260,87230,324030,NA,NA,NA,79,16.8,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809","Prince Edward Island",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810","Prince Edward Island",2021-08-14,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811","Prince Edward Island",2021-08-14,"12–17",8899,5165,3734,NA,NA,NA,81.1,47.1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812","Prince Edward Island",2021-08-14,"18–29",21158,7437,13721,NA,NA,NA,74.5,26.2,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2813","Prince Edward Island",2021-08-14,"30–39",15990,4845,11145,NA,NA,NA,83.4,25.3,58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814","Prince Edward Island",2021-08-14,"40–49",17188,3584,13604,NA,NA,NA,86.4,18,68.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815","Prince Edward Island",2021-08-14,"50–59",20327,2486,17841,NA,NA,NA,91.4,11.2,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816","Prince Edward Island",2021-08-14,"60–69",21139,1501,19638,NA,NA,NA,96.4,6.8,89.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817","Prince Edward Island",2021-08-14,"70–79",14563,571,13992,NA,NA,NA,94.4,3.7,90.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818","Prince Edward Island",2021-08-14,"80+",7140,223,6917,NA,NA,NA,96.6,3,93.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819","Prince Edward Island",2021-08-14,"All ages",126543,25863,100680,NA,NA,NA,77,15.7,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820","Nova Scotia",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821","Nova Scotia",2021-08-14,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822","Nova Scotia",2021-08-14,"12–17",45072,9012,36060,NA,NA,NA,77.6,15.5,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823","Nova Scotia",2021-08-14,"18–29",106927,22011,84916,NA,NA,NA,72,14.8,57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824","Nova Scotia",2021-08-14,"30–39",95198,14828,80370,NA,NA,NA,76.5,11.9,64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825","Nova Scotia",2021-08-14,"40–49",99703,11932,87771,NA,NA,NA,84.2,10.1,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826","Nova Scotia",2021-08-14,"50–59",126317,12430,113887,NA,NA,NA,89,8.8,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827","Nova Scotia",2021-08-14,"60–69",134955,9198,125757,NA,NA,NA,92.7,6.3,86.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828","Nova Scotia",2021-08-14,"70–79",93263,4213,89050,NA,NA,NA,94.1,4.3,89.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829","Nova Scotia",2021-08-14,"80+",46196,2332,43864,NA,NA,NA,95.5,4.8,90.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830","Nova Scotia",2021-08-14,"All ages",747651,85963,661688,NA,NA,NA,75.4,8.7,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831","New Brunswick",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
