"","prename","week_end","age","numtotal_atleast1dose","numtotal_partially","numtotal_fully","numtotal_additional","numtotal_2nd_additional","numtotal_recent_fullyoradditional","proptotal_atleast1dose","proptotal_partially","proptotal_fully","proptotal_additional","proptotal_2nd_additional","proptotal_recent_fullyoradditional","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Unnamed: 22","Unnamed: 23","Unnamed: 24"
"2832","New Brunswick",2021-08-14,"05–11",7,7,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833","New Brunswick",2021-08-14,"12–17",35808,8249,27559,NA,NA,NA,73.8,17,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834","New Brunswick",2021-08-14,"18–29",74976,18382,56594,NA,NA,NA,71.1,17.4,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835","New Brunswick",2021-08-14,"30–39",66721,12626,54095,NA,NA,NA,71.9,13.6,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836","New Brunswick",2021-08-14,"40–49",79394,10855,68539,NA,NA,NA,79.8,10.9,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837","New Brunswick",2021-08-14,"50–59",98878,10518,88360,NA,NA,NA,85.2,9.1,76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2838","New Brunswick",2021-08-14,"60–69",106883,8538,98345,NA,NA,NA,89.6,7.2,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839","New Brunswick",2021-08-14,"70–79",74197,5331,68866,NA,NA,NA,91.9,6.6,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840","New Brunswick",2021-08-14,"80+",36066,3855,32211,NA,NA,NA,90.8,9.7,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2841","New Brunswick",2021-08-14,"All ages",573062,78412,494650,NA,NA,NA,72.6,9.9,62.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2842","Quebec",2021-08-14,"0–4",203,203,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2843","Quebec",2021-08-14,"05–11",80,80,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2844","Quebec",2021-08-14,"12–17",426709,132866,293843,NA,NA,NA,80.6,25.1,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2845","Quebec",2021-08-14,"18–29",887161,209364,677797,NA,NA,NA,73.1,17.3,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2846","Quebec",2021-08-14,"30–39",864516,154372,710144,NA,NA,NA,76.7,13.7,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2847","Quebec",2021-08-14,"40–49",927970,116662,811308,NA,NA,NA,82.5,10.4,72.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848","Quebec",2021-08-14,"50–59",999831,89413,910418,NA,NA,NA,86.2,7.7,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849","Quebec",2021-08-14,"60–69",1079044,51681,1027363,NA,NA,NA,92.2,4.4,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850","Quebec",2021-08-14,"70–79",748778,21100,727678,NA,NA,NA,95.6,2.7,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2851","Quebec",2021-08-14,"80+",409139,14519,394620,NA,NA,NA,96.5,3.4,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2852","Quebec",2021-08-14,"All ages",6343431,790260,5553171,NA,NA,NA,73.7,9.2,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853","Ontario",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2854","Ontario",2021-08-14,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855","Ontario",2021-08-14,"12–17",733379,140427,592952,NA,NA,NA,76.2,14.6,61.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856","Ontario",2021-08-14,"18–29",1814262,310867,1503395,NA,NA,NA,73.9,12.7,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2857","Ontario",2021-08-14,"30–39",1557889,199440,1358449,NA,NA,NA,75,9.6,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2858","Ontario",2021-08-14,"40–49",1507505,145193,1362312,NA,NA,NA,81.3,7.8,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2859","Ontario",2021-08-14,"50–59",1739059,125966,1613093,NA,NA,NA,86.1,6.2,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860","Ontario",2021-08-14,"60–69",1601218,78307,1522911,NA,NA,NA,88.3,4.3,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2861","Ontario",2021-08-14,"70–79",1060481,34417,1026064,NA,NA,NA,89.8,2.9,86.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2862","Ontario",2021-08-14,"80+",605291,23282,582009,NA,NA,NA,89.7,3.4,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2863","Ontario",2021-08-14,"All ages",10624677,1059550,9565127,NA,NA,NA,71.7,7.1,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2864","Manitoba",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2865","Manitoba",2021-08-14,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2866","Manitoba",2021-08-14,"12–17",69340,11946,57394,NA,NA,NA,68.3,11.8,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867","Manitoba",2021-08-14,"18–29",173458,27297,146161,NA,NA,NA,76,12,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868","Manitoba",2021-08-14,"30–39",148025,16407,131618,NA,NA,NA,75.8,8.4,67.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2869","Manitoba",2021-08-14,"40–49",140178,11364,128814,NA,NA,NA,82.1,6.7,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","Manitoba",2021-08-14,"50–59",143844,8490,135354,NA,NA,NA,85.8,5.1,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2871","Manitoba",2021-08-14,"60–69",145014,5576,139438,NA,NA,NA,92,3.5,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2872","Manitoba",2021-08-14,"70–79",95494,2644,92850,NA,NA,NA,96.6,2.7,93.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873","Manitoba",2021-08-14,"80+",56155,1817,54338,NA,NA,NA,NA,3.2,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2874","Manitoba",2021-08-14,"All ages",971605,85604,886001,NA,NA,NA,70.2,6.2,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2875","Saskatchewan",2021-08-14,"0–4",10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876","Saskatchewan",2021-08-14,"05–11",44,37,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877","Saskatchewan",2021-08-14,"12–17",58012,12725,45287,NA,NA,NA,64.9,14.2,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878","Saskatchewan",2021-08-14,"18–29",116697,25014,91683,NA,NA,NA,65.5,14,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879","Saskatchewan",2021-08-14,"30–39",117760,17319,100441,NA,NA,NA,68.6,10.1,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2880","Saskatchewan",2021-08-14,"40–49",109772,11907,97865,NA,NA,NA,75.1,8.1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881","Saskatchewan",2021-08-14,"50–59",112986,9103,103883,NA,NA,NA,80.9,6.5,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2882","Saskatchewan",2021-08-14,"60–69",120833,6317,114516,NA,NA,NA,86.6,4.5,82.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2883","Saskatchewan",2021-08-14,"70–79",73851,2912,70939,NA,NA,NA,90.4,3.6,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884","Saskatchewan",2021-08-14,"80+",47417,2048,45369,NA,NA,NA,93.9,4.1,89.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2885","Saskatchewan",2021-08-14,"All ages",757553,87474,670079,NA,NA,NA,64.2,7.4,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2886","Alberta",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2887","Alberta",2021-08-14,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2888","Alberta",2021-08-14,"12–17",212133,33122,179011,NA,NA,NA,65.7,10.3,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","Alberta",2021-08-14,"18–29",447799,79583,368216,NA,NA,NA,65.8,11.7,54.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","Alberta",2021-08-14,"30–39",486091,67017,419074,NA,NA,NA,68,9.4,58.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891","Alberta",2021-08-14,"40–49",455823,48079,407744,NA,NA,NA,73.6,7.8,65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892","Alberta",2021-08-14,"50–59",440124,35816,404308,NA,NA,NA,80.5,6.5,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893","Alberta",2021-08-14,"60–69",417795,23766,394029,NA,NA,NA,85.4,4.9,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894","Alberta",2021-08-14,"70–79",239940,8692,231248,NA,NA,NA,87.5,3.2,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","Alberta",2021-08-14,"80+",127299,4347,122952,NA,NA,NA,88.2,3,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896","Alberta",2021-08-14,"All ages",2858602,309715,2548887,NA,NA,NA,64.3,7,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897","British Columbia",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898","British Columbia",2021-08-14,"05–11",9942,3125,6817,NA,NA,NA,2.9,0.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2899","British Columbia",2021-08-14,"12–17",225399,54945,170454,NA,NA,NA,74.2,18.1,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2900","British Columbia",2021-08-14,"18–29",621041,124698,496343,NA,NA,NA,76.5,15.4,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2901","British Columbia",2021-08-14,"30–39",588335,83721,504614,NA,NA,NA,77.1,11,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2902","British Columbia",2021-08-14,"40–49",532444,56022,476422,NA,NA,NA,81,8.5,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903","British Columbia",2021-08-14,"50–59",589523,47390,542133,NA,NA,NA,82,6.6,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904","British Columbia",2021-08-14,"60–69",600487,33272,567215,NA,NA,NA,87.1,4.8,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2905","British Columbia",2021-08-14,"70–79",417635,16859,400776,NA,NA,NA,91.2,3.7,87.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2906","British Columbia",2021-08-14,"80+",231109,12331,218778,NA,NA,NA,95,5.1,89.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2907","British Columbia",2021-08-14,"All ages",3815915,432363,3383552,NA,NA,NA,73.2,8.3,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2908","Yukon",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909","Yukon",2021-08-14,"05–11",44,44,0,NA,NA,NA,1.3,1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2910","Yukon",2021-08-14,"12–17",2014,216,1798,NA,NA,NA,75,8,66.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911","Yukon",2021-08-14,"18–29",5297,531,4766,NA,NA,NA,84.3,8.4,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912","Yukon",2021-08-14,"30–39",6330,471,5859,NA,NA,NA,84.4,6.3,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913","Yukon",2021-08-14,"40–49",5116,280,4836,NA,NA,NA,85,4.6,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914","Yukon",2021-08-14,"50–59",4993,233,4760,NA,NA,NA,85.3,4,81.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915","Yukon",2021-08-14,"60–69",4965,147,4818,NA,NA,NA,89.1,2.6,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916","Yukon",2021-08-14,"70–79",2537,50,2487,NA,NA,NA,92.6,1.8,90.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917","Yukon",2021-08-14,"80+",803,8,795,NA,NA,NA,89.7,0.9,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918","Yukon",2021-08-14,"All ages",32169,2007,30162,NA,NA,NA,74.6,4.7,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2919","Northwest Territories",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920","Northwest Territories",2021-08-14,"05–11",123,39,84,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2921","Northwest Territories",2021-08-14,"12–17",2365,260,2105,NA,NA,NA,69.7,7.7,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922","Northwest Territories",2021-08-14,"18–29",4878,480,4398,NA,NA,NA,68.6,6.7,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923","Northwest Territories",2021-08-14,"30–39",5252,385,4867,NA,NA,NA,74.2,5.4,68.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2924","Northwest Territories",2021-08-14,"40–49",4752,234,4518,NA,NA,NA,80.1,3.9,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2925","Northwest Territories",2021-08-14,"50–59",5017,244,4773,NA,NA,NA,82.6,4,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2926","Northwest Territories",2021-08-14,"60–69",3748,103,3645,NA,NA,NA,84.6,2.3,82.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927","Northwest Territories",2021-08-14,"70–79",1716,46,1670,NA,NA,NA,88.7,2.4,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2928","Northwest Territories",2021-08-14,"80+",553,23,530,NA,NA,NA,88.9,3.7,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2929","Northwest Territories",2021-08-14,"All ages",28492,1841,26651,NA,NA,NA,65.5,4.2,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930","Nunavut",2021-08-14,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2931","Nunavut",2021-08-14,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2932","Nunavut",2021-08-14,"12–17",2666,562,2104,NA,NA,NA,60,12.7,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933","Nunavut",2021-08-14,"18–29",5416,815,4601,NA,NA,NA,72.4,10.9,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2934","Nunavut",2021-08-14,"30–39",4665,519,4146,NA,NA,NA,77.8,8.7,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2935","Nunavut",2021-08-14,"40–49",3817,393,3424,NA,NA,NA,84.5,8.7,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2936","Nunavut",2021-08-14,"50–59",3692,355,3337,NA,NA,NA,87.6,8.4,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937","Nunavut",2021-08-14,"60–69",2017,167,1850,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938","Nunavut",2021-08-14,"70–79",694,38,656,NA,NA,NA,95.5,5.2,90.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939","Nunavut",2021-08-14,"80+",169,10,159,NA,NA,NA,79.7,4.7,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940","Nunavut",2021-08-14,"All ages",23305,2938,20367,NA,NA,NA,59.1,7.5,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2941","Canada",2021-08-21,"0–4",222,217,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2942","Canada",2021-08-21,"05–11",10310,2965,7345,NA,NA,NA,0.4,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2943","Canada",2021-08-21,"12–17",1878878,325504,1553374,NA,NA,NA,76.1,13.2,62.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2944","Canada",2021-08-21,"18–29",4386836,749407,3637429,NA,NA,NA,73.9,12.6,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945","Canada",2021-08-21,"30–39",4045552,517320,3528232,NA,NA,NA,75.4,9.6,65.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946","Canada",2021-08-21,"40–49",3969930,372684,3597246,NA,NA,NA,81.1,7.6,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2947","Canada",2021-08-21,"50–59",4378044,305495,4072549,NA,NA,NA,85.3,6,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2948","Canada",2021-08-21,"60–69",4327288,192776,4134512,NA,NA,NA,89.4,4,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2949","Canada",2021-08-21,"70–79",2883374,89064,2794310,NA,NA,NA,92,2.8,89.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2950","Canada",2021-08-21,"80+",1593240,62063,1531177,NA,NA,NA,93,3.6,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951","Canada",2021-08-21,"All ages",27524517,2639269,24885248,NA,NA,NA,72,6.9,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952","Newfoundland and Labrador",2021-08-21,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953","Newfoundland and Labrador",2021-08-21,"05–11",13,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954","Newfoundland and Labrador",2021-08-21,"12–17",26030,6614,19416,NA,NA,NA,82.8,21,61.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2955","Newfoundland and Labrador",2021-08-21,"18–29",52192,14221,37971,NA,NA,NA,77.4,21.1,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956","Newfoundland and Labrador",2021-08-21,"30–39",48567,11468,37099,NA,NA,NA,82.7,19.5,63.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957","Newfoundland and Labrador",2021-08-21,"40–49",57896,10599,47297,NA,NA,NA,88.4,16.2,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958","Newfoundland and Labrador",2021-08-21,"50–59",73694,10437,63257,NA,NA,NA,89.9,12.7,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959","Newfoundland and Labrador",2021-08-21,"60–69",77238,6979,70259,NA,NA,NA,93.7,8.5,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960","Newfoundland and Labrador",2021-08-21,"70–79",54275,3065,51210,NA,NA,NA,95.9,5.4,90.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2961","Newfoundland and Labrador",2021-08-21,"80+",22668,1482,21186,NA,NA,NA,96.1,6.3,89.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962","Newfoundland and Labrador",2021-08-21,"All ages",413918,64949,348969,NA,NA,NA,79.5,12.5,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963","Prince Edward Island",2021-08-21,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2964","Prince Edward Island",2021-08-21,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2965","Prince Edward Island",2021-08-21,"12–17",8996,2745,6251,NA,NA,NA,82,25,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966","Prince Edward Island",2021-08-21,"18–29",21500,5725,15775,NA,NA,NA,75.7,20.2,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967","Prince Edward Island",2021-08-21,"30–39",16171,3520,12651,NA,NA,NA,84.3,18.3,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968","Prince Edward Island",2021-08-21,"40–49",17267,2603,14664,NA,NA,NA,86.8,13.1,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969","Prince Edward Island",2021-08-21,"50–59",20431,1858,18573,NA,NA,NA,91.9,8.4,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2970","Prince Edward Island",2021-08-21,"60–69",21195,1235,19960,NA,NA,NA,96.7,5.6,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971","Prince Edward Island",2021-08-21,"70–79",14590,495,14095,NA,NA,NA,94.5,3.2,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972","Prince Edward Island",2021-08-21,"80+",7143,202,6941,NA,NA,NA,96.6,2.7,93.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973","Prince Edward Island",2021-08-21,"All ages",127418,18417,109001,NA,NA,NA,77.5,11.2,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974","Nova Scotia",2021-08-21,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975","Nova Scotia",2021-08-21,"05–11",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976","Nova Scotia",2021-08-21,"12–17",45655,7894,37761,NA,NA,NA,78.6,13.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2977","Nova Scotia",2021-08-21,"18–29",108199,20441,87758,NA,NA,NA,72.9,13.8,59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2978","Nova Scotia",2021-08-21,"30–39",95676,13641,82035,NA,NA,NA,76.9,11,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979","Nova Scotia",2021-08-21,"40–49",99928,10721,89207,NA,NA,NA,84.4,9.1,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2980","Nova Scotia",2021-08-21,"50–59",126295,10800,115495,NA,NA,NA,89,7.6,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2981","Nova Scotia",2021-08-21,"60–69",134880,7193,127687,NA,NA,NA,92.7,4.9,87.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2982","Nova Scotia",2021-08-21,"70–79",93233,3392,89841,NA,NA,NA,94.1,3.4,90.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2983","Nova Scotia",2021-08-21,"80+",46207,2058,44149,NA,NA,NA,95.5,4.3,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2984","Nova Scotia",2021-08-21,"All ages",750104,76149,673955,NA,NA,NA,75.6,7.7,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2985","New Brunswick",2021-08-21,"0–4",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986","New Brunswick",2021-08-21,"05–11",6,6,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987","New Brunswick",2021-08-21,"12–17",36461,7526,28935,NA,NA,NA,75.2,15.5,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988","New Brunswick",2021-08-21,"18–29",76042,17512,58530,NA,NA,NA,72.2,16.6,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989","New Brunswick",2021-08-21,"30–39",67493,11927,55566,NA,NA,NA,72.7,12.9,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2990","New Brunswick",2021-08-21,"40–49",80035,10148,69887,NA,NA,NA,80.5,10.2,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991","New Brunswick",2021-08-21,"50–59",99376,9698,89678,NA,NA,NA,85.6,8.4,77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992","New Brunswick",2021-08-21,"60–69",107187,7806,99381,NA,NA,NA,89.9,6.5,83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993","New Brunswick",2021-08-21,"70–79",74304,4973,69331,NA,NA,NA,92,6.2,85.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994","New Brunswick",2021-08-21,"80+",36124,3593,32531,NA,NA,NA,90.9,9,81.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995","New Brunswick",2021-08-21,"All ages",577159,73236,503923,NA,NA,NA,73.1,9.3,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996","Quebec",2021-08-21,"0–4",212,212,0,NA,NA,NA,0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2997","Quebec",2021-08-21,"05–11",83,83,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998","Quebec",2021-08-21,"12–17",434810,82629,352181,NA,NA,NA,82.1,15.6,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999","Quebec",2021-08-21,"18–29",903997,169655,734342,NA,NA,NA,74.5,14,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000","Quebec",2021-08-21,"30–39",876811,126200,750611,NA,NA,NA,77.8,11.2,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001","Quebec",2021-08-21,"40–49",936791,92124,844667,NA,NA,NA,83.3,8.2,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
